SKU,Categoria,Fabricante,Num_Ofertas,Melhor_Preco,Pior_Preco,Preco_Medio,Variacao_%,Distribuidores
GOODWEEZLOGGERPROIMAGE,componentes,GOODWE,3,2250.00,8569.99,5892.05,280.89,"Estimated:R$2250.00; YSH Internal:R$6856.15; YSH B2C:R$8569.99"
FOTUSKP02840KWPCERAMICOKITS,kits,unknown,3,9946.99,37825.00,20068.65,280.27,"YSH Internal:R$9946.99; YSH B2C:R$12433.95; Estimated:R$37825.00"
IIN00034,componentes,unknown,3,316.33,1200.00,637.27,279.35,"YSH Internal:R$316.33; YSH B2C:R$395.49; Estimated:R$1200.00"
SKU28924100117457929059638740,componentes,unknown,3,2500.00,9477.99,6520.23,279.12,"Estimated:R$2500.00; YSH Internal:R$7582.70; YSH B2C:R$9477.99"
IEF00096,componentes,unknown,3,1200.00,4536.00,3121.57,278.00,"Estimated:R$1200.00; YSH Internal:R$3628.71; YSH B2C:R$4536.00"
SKU19934819934817458717534237239,componentes,unknown,3,1200.00,4528.99,3117.41,277.42,"Estimated:R$1200.00; YSH Internal:R$3623.25; YSH B2C:R$4528.99"
IBT00004,componentes,unknown,3,1200.00,4519.99,3112.06,276.67,"Estimated:R$1200.00; YSH Internal:R$3616.20; YSH B2C:R$4519.99"
NEOSOLARKITS26720,kits,unknown,3,2500.00,9413.99,6481.77,276.56,"Estimated:R$2500.00; YSH Internal:R$7531.33; YSH B2C:R$9413.99"
NEOSOLARCONTROLLERS20127,componentes,unknown,3,1200.00,4503.99,3102.44,275.33,"Estimated:R$1200.00; YSH Internal:R$3603.33; YSH B2C:R$4503.99"
NEOSOLARKITS25044,kits,unknown,3,2500.00,9333.99,6433.82,273.36,"Estimated:R$2500.00; YSH Internal:R$7467.48; YSH B2C:R$9333.99"
IMAGEPRODUCT600361,componentes,unknown,3,2500.00,9267.00,6393.48,270.68,"Estimated:R$2500.00; YSH Internal:R$7413.45; YSH B2C:R$9267.00"
NEOSOLARCHARGERS20031,componentes,unknown,3,1200.00,4447.99,3068.85,270.67,"Estimated:R$1200.00; YSH Internal:R$3558.57; YSH B2C:R$4447.99"
NEOSOLARCHARGERS21294,componentes,unknown,3,1200.00,4444.49,3066.70,270.37,"Estimated:R$1200.00; YSH Internal:R$3555.60; YSH B2C:R$4444.49"
NEOSOLARINVERTERS27406,componentes,unknown,3,2500.00,9249.95,6383.20,270.00,"Estimated:R$2500.00; YSH Internal:R$7399.64; YSH B2C:R$9249.95"
ODEXODEXINVDEYE800W,componentes,unknown,3,2669.00,9868.49,6810.74,269.74,"Estimated:R$2669.00; YSH Internal:R$7894.73; YSH B2C:R$9868.49"
NEOSOLARCHARGERS25128,componentes,unknown,3,1200.00,4392.99,3035.90,266.08,"Estimated:R$1200.00; YSH Internal:R$3514.72; YSH B2C:R$4392.99"
NEOSOLARCHARGERS20861,componentes,unknown,3,1200.00,4391.00,3034.59,265.92,"Estimated:R$1200.00; YSH Internal:R$3512.78; YSH B2C:R$4391.00"
NEOSOLARINVERTERS22921,componentes,unknown,3,2500.00,9141.95,6318.40,265.68,"Estimated:R$2500.00; YSH Internal:R$7313.26; YSH B2C:R$9141.95"
NEOSOLARKITS26697,kits,unknown,3,2500.00,9141.49,6318.21,265.66,"Estimated:R$2500.00; YSH Internal:R$7313.13; YSH B2C:R$9141.49"
NEOSOLARINVERTERS26929,componentes,unknown,3,2500.00,9139.95,6317.22,265.60,"Estimated:R$2500.00; YSH Internal:R$7311.72; YSH B2C:R$9139.95"
NEOSOLARINVERTERS26766,componentes,unknown,3,2500.00,9138.00,6316.12,265.52,"Estimated:R$2500.00; YSH Internal:R$7310.37; YSH B2C:R$9138.00"
NEOSOLARCHARGERS24715,componentes,unknown,3,1200.00,4383.99,3030.47,265.33,"Estimated:R$1200.00; YSH Internal:R$3507.43; YSH B2C:R$4383.99"
NEOSOLARKITS25160,kits,unknown,3,2500.00,9125.99,6308.94,265.04,"Estimated:R$2500.00; YSH Internal:R$7300.84; YSH B2C:R$9125.99"
NEOSOLARKITS25043,kits,unknown,3,2500.00,9081.00,6281.91,263.24,"Estimated:R$2500.00; YSH Internal:R$7264.74; YSH B2C:R$9081.00"
NEOSOLARCHARGERS21756,componentes,unknown,3,1200.00,4349.99,3010.04,262.50,"Estimated:R$1200.00; YSH Internal:R$3480.12; YSH B2C:R$4349.99"
NEOSOLARINVERTERS26938,componentes,unknown,3,2500.00,9059.99,6269.40,262.40,"Estimated:R$2500.00; YSH Internal:R$7248.21; YSH B2C:R$9059.99"
IIN00148,componentes,unknown,3,1200.00,4341.99,3005.24,261.83,"Estimated:R$1200.00; YSH Internal:R$3473.74; YSH B2C:R$4341.99"
NEOSOLARINVERTERS22022,componentes,unknown,3,2500.00,8983.49,6223.42,259.34,"Estimated:R$2500.00; YSH Internal:R$7186.77; YSH B2C:R$8983.49"
FOTUSKP04360KWPCERAMICOKITSHIBRIDOS,kits,unknown,3,5422.62,19470.00,10556.87,259.05,"YSH Internal:R$5422.62; YSH B2C:R$6777.99; Estimated:R$19470.00"
NEOSOLARINVERTERS27130,componentes,unknown,3,2500.00,8970.00,6215.30,258.80,"Estimated:R$2500.00; YSH Internal:R$7175.89; YSH B2C:R$8970.00"
NEOSOLARINVERTERS21642,componentes,unknown,3,2500.00,8953.99,6205.83,258.16,"Estimated:R$2500.00; YSH Internal:R$7163.50; YSH B2C:R$8953.99"
NEOSOLARKITS23586,kits,unknown,3,2500.00,8944.00,6199.69,257.76,"Estimated:R$2500.00; YSH Internal:R$7155.07; YSH B2C:R$8944.00"
IIN00336,componentes,unknown,3,1200.00,4271.49,2962.87,255.96,"Estimated:R$1200.00; YSH Internal:R$3417.13; YSH B2C:R$4271.49"
FOTUSKP02120KWPCERAMICOKITS,kits,unknown,3,1525.08,5425.00,2952.02,255.72,"YSH Internal:R$1525.08; YSH B2C:R$1905.99; Estimated:R$5425.00"
ILS00019,componentes,unknown,3,339.19,1200.00,654.40,253.78,"YSH Internal:R$339.19; YSH B2C:R$424.00; Estimated:R$1200.00"
DAHDHN72X16DGIMAGEPRODUCT559376,componentes,DAH,3,1200.00,4237.99,2942.87,253.17,"Estimated:R$1200.00; YSH Internal:R$3390.63; YSH B2C:R$4237.99"
SKU25851625851617459085227243203,componentes,unknown,3,2500.00,8782.99,6103.19,251.32,"Estimated:R$2500.00; YSH Internal:R$7026.59; YSH B2C:R$8782.99"
IMAGEPRODUCT600423,componentes,unknown,3,2500.00,8776.00,6098.87,251.04,"Estimated:R$2500.00; YSH Internal:R$7020.61; YSH B2C:R$8776.00"
FOTUSKP02600KWPCERAMICOKITS,kits,unknown,3,7721.83,27025.00,14799.61,249.98,"YSH Internal:R$7721.83; YSH B2C:R$9651.99; Estimated:R$27025.00"
NEOSOLARCHARGERS26525,componentes,unknown,3,1200.00,4194.99,2917.07,249.58,"Estimated:R$1200.00; YSH Internal:R$3356.23; YSH B2C:R$4194.99"
IMAGEPRODUCT600243,componentes,unknown,3,2500.00,8725.00,6068.30,249.00,"Estimated:R$2500.00; YSH Internal:R$6979.91; YSH B2C:R$8725.00"
IMAGEPRODUCT052115,componentes,unknown,3,180.00,626.95,436.10,248.31,"Estimated:R$180.00; YSH Internal:R$501.34; YSH B2C:R$626.95"
NEOSOLARINVERTERS26767,componentes,unknown,3,2500.00,8698.99,6052.83,247.96,"Estimated:R$2500.00; YSH Internal:R$6959.51; YSH B2C:R$8698.99"
NEOSOLARINVERTERS26692,componentes,unknown,3,2500.00,8679.00,6040.67,247.16,"Estimated:R$2500.00; YSH Internal:R$6943.01; YSH B2C:R$8679.00"
NEOSOLARKITS27259,kits,unknown,3,2500.00,8661.00,6029.90,246.44,"Estimated:R$2500.00; YSH Internal:R$6928.69; YSH B2C:R$8661.00"
FOTUSKP02480KWPCERAMICOKITS,kits,unknown,3,6269.93,21625.00,11910.81,244.90,"YSH Internal:R$6269.93; YSH B2C:R$7837.49; Estimated:R$21625.00"
NEOSOLARINVERTERS24825,componentes,unknown,3,2500.00,8598.99,5992.77,243.96,"Estimated:R$2500.00; YSH Internal:R$6879.31; YSH B2C:R$8598.99"
NEOSOLARINVERTERS26927,componentes,unknown,3,2500.00,8559.95,5969.24,242.40,"Estimated:R$2500.00; YSH Internal:R$6847.76; YSH B2C:R$8559.95"
NEOSOLARINVERTERS27166,componentes,unknown,3,2500.00,8528.99,5950.78,241.16,"Estimated:R$2500.00; YSH Internal:R$6823.35; YSH B2C:R$8528.99"
NEOSOLARKITS27261,kits,unknown,3,2500.00,8467.99,5914.15,238.72,"Estimated:R$2500.00; YSH Internal:R$6774.47; YSH B2C:R$8467.99"
IIN00325,componentes,unknown,3,1200.00,4063.49,2838.07,238.62,"Estimated:R$1200.00; YSH Internal:R$3250.73; YSH B2C:R$4063.49"
NEOSOLARINVERTERS22095,componentes,unknown,3,2500.00,8464.99,5912.40,238.60,"Estimated:R$2500.00; YSH Internal:R$6772.20; YSH B2C:R$8464.99"
ODEXODEXPAINELODEX610W,paineis,unknown,3,882.51,2988.00,1657.83,238.58,"YSH Internal:R$882.51; YSH B2C:R$1102.99; Estimated:R$2988.00"
NEOSOLARKITS23699,kits,unknown,3,2500.00,8430.00,5891.32,237.20,"Estimated:R$2500.00; YSH Internal:R$6743.96; YSH B2C:R$8430.00"
NEOSOLARCHARGERS24072,componentes,unknown,3,1200.00,4037.95,2822.66,236.50,"Estimated:R$1200.00; YSH Internal:R$3230.03; YSH B2C:R$4037.95"
SKU29242429242417457928091181215,componentes,unknown,3,2500.00,8405.00,5876.32,236.20,"Estimated:R$2500.00; YSH Internal:R$6723.95; YSH B2C:R$8405.00"
IIN00380,componentes,unknown,3,1200.00,3980.99,2788.68,231.75,"Estimated:R$1200.00; YSH Internal:R$3185.06; YSH B2C:R$3980.99"
NEOSOLARINVERTERS26846,componentes,unknown,3,2500.00,8280.99,5801.96,231.24,"Estimated:R$2500.00; YSH Internal:R$6624.88; YSH B2C:R$8280.99"
NEOSOLARKITS26723,kits,unknown,3,2500.00,8277.95,5799.99,231.12,"Estimated:R$2500.00; YSH Internal:R$6622.01; YSH B2C:R$8277.95"
NEOSOLARINVERTERS26674,componentes,unknown,3,2500.00,8229.95,5771.22,229.20,"Estimated:R$2500.00; YSH Internal:R$6583.70; YSH B2C:R$8229.95"
SKU327541327541117514904188633219,componentes,unknown,3,1200.00,3934.99,2761.08,227.92,"Estimated:R$1200.00; YSH Internal:R$3148.25; YSH B2C:R$3934.99"
NEOSOLARKITS27378,kits,unknown,3,2500.00,8169.99,5735.40,226.80,"Estimated:R$2500.00; YSH Internal:R$6536.20; YSH B2C:R$8169.99"
ILS00004,componentes,unknown,3,1200.00,3921.00,2752.59,226.75,"Estimated:R$1200.00; YSH Internal:R$3136.77; YSH B2C:R$3921.00"
NEOSOLARINVERTERS26690,componentes,unknown,3,2500.00,8160.99,5729.96,226.44,"Estimated:R$2500.00; YSH Internal:R$6528.88; YSH B2C:R$8160.99"
NEOSOLARCHARGERS21755,componentes,unknown,3,1200.00,3913.99,2748.48,226.17,"Estimated:R$1200.00; YSH Internal:R$3131.45; YSH B2C:R$3913.99"
IMAGEPRODUCT600398,componentes,unknown,3,2500.00,8114.99,5702.41,224.60,"Estimated:R$2500.00; YSH Internal:R$6492.23; YSH B2C:R$8114.99"
NEOSOLARINVERTERS26691,componentes,unknown,3,2500.00,8102.00,5694.51,224.08,"Estimated:R$2500.00; YSH Internal:R$6481.53; YSH B2C:R$8102.00"
NEOSOLARINVERTERS21631,componentes,unknown,3,772.08,2500.00,1412.36,223.80,"YSH Internal:R$772.08; YSH B2C:R$964.99; Estimated:R$2500.00"
GOODWEGW3500LESBR20IMAGEPRODUCT600361,componentes,GOODWE,3,698.19,2250.00,1273.71,222.26,"YSH Internal:R$698.19; YSH B2C:R$872.95; Estimated:R$2250.00"
FOTUSKP04600KWPCERAMICOKITSHIBRIDOS,kits,unknown,3,10070.55,32430.00,18362.85,222.03,"YSH Internal:R$10070.55; YSH B2C:R$12587.99; Estimated:R$32430.00"
IMAGEPRODUCT600350,componentes,unknown,3,2500.00,8048.49,5662.42,221.94,"Estimated:R$2500.00; YSH Internal:R$6438.76; YSH B2C:R$8048.49"
NEOSOLARINVERTERS26630,componentes,unknown,3,2500.00,7978.99,5620.81,219.16,"Estimated:R$2500.00; YSH Internal:R$6383.43; YSH B2C:R$7978.99"
GOODWEGW36KMTAFCIIMAGE,componentes,GOODWE,3,8838.80,28170.00,16019.10,218.71,"YSH Internal:R$8838.80; YSH B2C:R$11048.49; Estimated:R$28170.00"
NEOSOLARINVERTERS26693,componentes,unknown,3,2500.00,7954.99,5606.37,218.20,"Estimated:R$2500.00; YSH Internal:R$6364.12; YSH B2C:R$7954.99"
ODEXODEXPAINELTSUN560W,paineis,unknown,3,2948.00,9352.00,6593.82,217.23,"Estimated:R$2948.00; YSH Internal:R$7481.45; YSH B2C:R$9352.00"
FOTUSKP04600KWPFIBROCIMENTOKITS,kits,unknown,3,8523.14,27025.00,15400.71,217.08,"YSH Internal:R$8523.14; YSH B2C:R$10654.00; Estimated:R$27025.00"
NEOSOLARINVERTERS26847,componentes,unknown,3,2500.00,7924.95,5588.23,217.00,"Estimated:R$2500.00; YSH Internal:R$6339.74; YSH B2C:R$7924.95"
DUTOCORRUGADO,componentes,Unknown,3,1200.00,3801.00,2680.54,216.75,"Estimated:R$1200.00; YSH Internal:R$3040.63; YSH B2C:R$3801.00"
NEOSOLARCHARGERS23760,componentes,unknown,3,380.78,1200.00,685.59,215.14,"YSH Internal:R$380.78; YSH B2C:R$476.00; Estimated:R$1200.00"
NEOSOLARCHARGERS20865,componentes,unknown,3,1200.00,3758.00,2654.79,213.17,"Estimated:R$1200.00; YSH Internal:R$3006.37; YSH B2C:R$3758.00"
IMAGEPRODUCT401949,componentes,unknown,3,850.00,2661.49,1880.20,213.12,"Estimated:R$850.00; YSH Internal:R$2129.12; YSH B2C:R$2661.49"
NEOSOLARKITS27302,kits,unknown,3,2500.00,7826.99,5529.54,213.08,"Estimated:R$2500.00; YSH Internal:R$6261.64; YSH B2C:R$7826.99"
ODEXODEXESTRUTURASOLARGROUPSOLO,estrutura,unknown,3,2500.00,7820.00,5525.30,212.80,"Estimated:R$2500.00; YSH Internal:R$6255.89; YSH B2C:R$7820.00"
NEOSOLARKITS25131,kits,unknown,3,2500.00,7814.99,5522.43,212.60,"Estimated:R$2500.00; YSH Internal:R$6252.30; YSH B2C:R$7814.99"
NEOSOLARINVERTERS26922,componentes,unknown,3,2500.00,7780.99,5501.93,211.24,"Estimated:R$2500.00; YSH Internal:R$6224.80; YSH B2C:R$7780.99"
ODEXODEXINVSAJ3000W,componentes,unknown,3,4018.00,12493.00,8835.11,210.93,"Estimated:R$4018.00; YSH Internal:R$9994.34; YSH B2C:R$12493.00"
SKU29243529243517460420086945208,componentes,unknown,3,2500.00,7772.00,5496.50,210.88,"Estimated:R$2500.00; YSH Internal:R$6217.51; YSH B2C:R$7772.00"
FOTUSKP04228KWPCERAMICOKITS,kits,unknown,3,3308.79,10285.00,5909.93,210.84,"YSH Internal:R$3308.79; YSH B2C:R$4136.00; Estimated:R$10285.00"
267277,componentes,unknown,3,804.65,2500.00,1436.88,210.69,"YSH Internal:R$804.65; YSH B2C:R$1006.00; Estimated:R$2500.00"
NEOSOLARINVERTERS26857,componentes,unknown,3,2500.00,7767.00,5493.47,210.68,"Estimated:R$2500.00; YSH Internal:R$6213.41; YSH B2C:R$7767.00"
NEOSOLARINVERTERS27401,componentes,unknown,3,2500.00,7757.99,5488.22,210.32,"Estimated:R$2500.00; YSH Internal:R$6206.68; YSH B2C:R$7757.99"
SKU24677624677617460419822698100,componentes,unknown,3,2500.00,7757.99,5488.16,210.32,"Estimated:R$2500.00; YSH Internal:R$6206.49; YSH B2C:R$7757.99"
IMAGEPRODUCT450083,componentes,unknown,3,1200.00,3707.99,2624.84,209.00,"Estimated:R$1200.00; YSH Internal:R$2966.54; YSH B2C:R$3707.99"
NEOSOLARINVERTERS20565,componentes,unknown,3,2500.00,7724.00,5467.67,208.96,"Estimated:R$2500.00; YSH Internal:R$6179.02; YSH B2C:R$7724.00"
IIN00302,componentes,unknown,3,1200.00,3692.99,2615.82,207.75,"Estimated:R$1200.00; YSH Internal:R$2954.46; YSH B2C:R$3692.99"
NEOSOLARINVERTERS26799,componentes,unknown,3,816.54,2500.00,1445.83,206.17,"YSH Internal:R$816.54; YSH B2C:R$1020.95; Estimated:R$2500.00"
FOTUSKP04513KWPFIBROCIMENTOKITS,kits,unknown,3,7548.55,23110.00,13364.83,206.15,"YSH Internal:R$7548.55; YSH B2C:R$9435.95; Estimated:R$23110.00"
IMAGEPRODUCT600387,componentes,unknown,3,2500.00,7623.99,5407.74,204.96,"Estimated:R$2500.00; YSH Internal:R$6099.22; YSH B2C:R$7623.99"
FOTUSKP04480KWPFIBROCIMENTOKITSHIBRIDOS,kits,unknown,3,8519.90,25950.00,15039.97,204.58,"YSH Internal:R$8519.90; YSH B2C:R$10650.00; Estimated:R$25950.00"
IIN00264,componentes,unknown,3,394.76,1200.00,696.08,203.98,"YSH Internal:R$394.76; YSH B2C:R$493.49; Estimated:R$1200.00"
NEOSOLARKITS23928,kits,unknown,3,827.02,2500.00,1453.67,202.29,"YSH Internal:R$827.02; YSH B2C:R$1034.00; Estimated:R$2500.00"
NEOSOLARPOSTS23586,componentes,unknown,3,1200.00,3626.99,2576.29,202.25,"Estimated:R$1200.00; YSH Internal:R$2901.88; YSH B2C:R$3626.99"
ODEXODEXPAINELODEX600W,paineis,unknown,3,2980.00,9006.00,6396.87,202.21,"Estimated:R$2980.00; YSH Internal:R$7204.61; YSH B2C:R$9006.00"
NEOSOLARKITS27297,kits,unknown,3,2500.00,7548.99,5362.76,201.96,"Estimated:R$2500.00; YSH Internal:R$6039.30; YSH B2C:R$7548.99"
NEOSOLARINVERTERS27167,componentes,unknown,3,2500.00,7522.00,5346.50,200.88,"Estimated:R$2500.00; YSH Internal:R$6017.50; YSH B2C:R$7522.00"
ODEXODEXPAINELODEX700W,paineis,unknown,3,3060.00,9185.95,6531.47,200.19,"Estimated:R$3060.00; YSH Internal:R$7348.45; YSH B2C:R$9185.95"
FOTUSKP04240KWPFIBROCIMENTOKITS,kits,unknown,3,3616.31,10825.00,6320.43,199.34,"YSH Internal:R$3616.31; YSH B2C:R$4519.99; Estimated:R$10825.00"
192575,componentes,unknown,3,2500.00,7459.49,5309.01,198.38,"Estimated:R$2500.00; YSH Internal:R$5967.54; YSH B2C:R$7459.49"
HANERSUNHJTHN21H66HTIMAGEPRODUCT573429,componentes,HANERSUN,3,1200.00,3573.99,2544.41,197.83,"Estimated:R$1200.00; YSH Internal:R$2859.24; YSH B2C:R$3573.99"
NEOSOLARCHARGERS24021,componentes,unknown,3,1200.00,3563.95,2538.27,197.00,"Estimated:R$1200.00; YSH Internal:R$2850.85; YSH B2C:R$3563.95"
NEOSOLARCHARGERS24594,componentes,unknown,3,1200.00,3563.49,2538.08,196.96,"Estimated:R$1200.00; YSH Internal:R$2850.75; YSH B2C:R$3563.49"
IMS00003,componentes,unknown,3,1200.00,3562.99,2537.82,196.92,"Estimated:R$1200.00; YSH Internal:R$2850.46; YSH B2C:R$3562.99"
NEOSOLARKITS26970,kits,unknown,3,2500.00,7410.99,5280.02,196.44,"Estimated:R$2500.00; YSH Internal:R$5929.06; YSH B2C:R$7410.99"
NEOSOLARINVERTERS27157,componentes,unknown,3,2500.00,7391.95,5268.42,195.68,"Estimated:R$2500.00; YSH Internal:R$5913.31; YSH B2C:R$7391.95"
GOODWEGW23KLVSDTBR30AFCIIMAGEPRODUCT600352,componentes,GOODWE,3,6368.24,18810.00,11046.08,195.37,"YSH Internal:R$6368.24; YSH B2C:R$7959.99; Estimated:R$18810.00"
FOTUSKP04360KWPFIBROCIMENTOKITS,kits,unknown,3,5499.36,16225.00,9532.78,195.03,"YSH Internal:R$5499.36; YSH B2C:R$6873.99; Estimated:R$16225.00"
NEOSOLARINVERTERS22671,componentes,unknown,3,849.57,2500.00,1470.52,194.27,"YSH Internal:R$849.57; YSH B2C:R$1062.00; Estimated:R$2500.00"
GOODWEGW12KLVSDTC30AFCIIMAGE,componentes,GOODWE,3,3711.99,10890.00,6414.00,193.37,"YSH Internal:R$3711.99; YSH B2C:R$4640.00; Estimated:R$10890.00"
NEOSOLARINVERTERS22689,componentes,unknown,3,2500.00,7323.00,5227.12,192.92,"Estimated:R$2500.00; YSH Internal:R$5858.37; YSH B2C:R$7323.00"
NEOSOLARINVERTERS20264,componentes,unknown,3,2500.00,7307.99,5218.18,192.32,"Estimated:R$2500.00; YSH Internal:R$5846.55; YSH B2C:R$7307.99"
NEOSOLARINVERTERS20265,componentes,unknown,3,2500.00,7304.99,5216.38,192.20,"Estimated:R$2500.00; YSH Internal:R$5844.16; YSH B2C:R$7304.99"
NEOSOLARKITS27349,kits,unknown,3,2500.00,7293.99,5209.78,191.76,"Estimated:R$2500.00; YSH Internal:R$5835.35; YSH B2C:R$7293.99"
FOTUSKP04KITSHIBRIDOS,kits,unknown,3,2500.00,7289.49,5207.02,191.58,"Estimated:R$2500.00; YSH Internal:R$5831.58; YSH B2C:R$7289.49"
IEF00129,componentes,unknown,3,1200.00,3493.00,2495.74,191.08,"Estimated:R$1200.00; YSH Internal:R$2794.21; YSH B2C:R$3493.00"
GROWATTMIN7500TLX2220V2MPPT,componentes,Growatt,3,1200.00,3492.99,2495.80,191.08,"Estimated:R$1200.00; YSH Internal:R$2794.41; YSH B2C:R$3492.99"
SUNGROWSG90RS220V3MPPT,componentes,unknown,3,412.63,1200.00,709.54,190.82,"YSH Internal:R$412.63; YSH B2C:R$516.00; Estimated:R$1200.00"
NEOSOLARINVERTERS26765,componentes,unknown,3,2500.00,7255.00,5186.28,190.20,"Estimated:R$2500.00; YSH Internal:R$5803.85; YSH B2C:R$7255.00"
GOODWEGW30KLSMTAFCIIMAGEPRODUCT600268,componentes,GOODWE,3,8221.72,23850.00,14116.24,190.09,"YSH Internal:R$8221.72; YSH B2C:R$10276.99; Estimated:R$23850.00"
NEOSOLARKITS27264,kits,unknown,3,2500.00,7220.00,5165.27,188.80,"Estimated:R$2500.00; YSH Internal:R$5775.81; YSH B2C:R$7220.00"
GROWATTMAC36KTL3XLAFCIIMAGEPRODUCT600303,componentes,GROWATT,3,4858.46,14016.63,8316.03,188.50,"YSH Internal:R$4858.46; YSH B2C:R$6072.99; N/A:R$14016.63"
GROWATTMAX60KTL3XL2IMAGE,componentes,GROWATT,3,4879.68,14016.63,8332.09,187.24,"YSH Internal:R$4879.68; YSH B2C:R$6099.95; N/A:R$14016.63"
FOTUSKP04228KWPFIBROCIMENTOKITS,kits,unknown,3,3587.93,10285.00,6119.31,186.66,"YSH Internal:R$3587.93; YSH B2C:R$4485.00; Estimated:R$10285.00"
NEOSOLARCONTROLLERS22725,componentes,unknown,3,1200.00,3433.00,2459.74,186.08,"Estimated:R$1200.00; YSH Internal:R$2746.22; YSH B2C:R$3433.00"
IMAGEPRODUCT600066,componentes,unknown,3,2500.00,7140.00,5117.33,185.60,"Estimated:R$2500.00; YSH Internal:R$5711.99; YSH B2C:R$7140.00"
FOTUSKP03568KWPCERAMICOKITS,kits,unknown,3,8958.37,25585.00,15247.12,185.60,"YSH Internal:R$8958.37; YSH B2C:R$11198.00; Estimated:R$25585.00"
IIN00338,componentes,unknown,3,1200.00,3424.00,2454.34,185.33,"Estimated:R$1200.00; YSH Internal:R$2739.01; YSH B2C:R$3424.00"
NEOSOLARINVERTERS26859,componentes,unknown,3,2500.00,7113.99,5101.80,184.56,"Estimated:R$2500.00; YSH Internal:R$5691.42; YSH B2C:R$7113.99"
NEOSOLARKITS26698,kits,unknown,3,2500.00,7111.99,5100.63,184.48,"Estimated:R$2500.00; YSH Internal:R$5689.90; YSH B2C:R$7111.99"
NEOSOLARINVERTERS22714,componentes,unknown,3,2500.00,7088.49,5086.42,183.54,"Estimated:R$2500.00; YSH Internal:R$5670.77; YSH B2C:R$7088.49"
IMAGEPRODUCT600386,componentes,unknown,3,2500.00,7057.99,5068.17,182.32,"Estimated:R$2500.00; YSH Internal:R$5646.53; YSH B2C:R$7057.99"
NEOSOLARINVERTERS23783,componentes,unknown,3,2500.00,7050.95,5063.85,182.04,"Estimated:R$2500.00; YSH Internal:R$5640.60; YSH B2C:R$7050.95"
NEOSOLARKITS27269,kits,unknown,3,2500.00,7042.00,5058.50,181.68,"Estimated:R$2500.00; YSH Internal:R$5633.49; YSH B2C:R$7042.00"
NEOSOLARINVERTERS20250,componentes,unknown,3,2500.00,7033.99,5053.74,181.36,"Estimated:R$2500.00; YSH Internal:R$5627.23; YSH B2C:R$7033.99"
SKU289244289244117460389447419270,componentes,unknown,3,1200.00,3375.99,2425.66,181.33,"Estimated:R$1200.00; YSH Internal:R$2700.98; YSH B2C:R$3375.99"
IIN00304,componentes,unknown,3,1200.00,3374.00,2424.35,181.17,"Estimated:R$1200.00; YSH Internal:R$2699.05; YSH B2C:R$3374.00"
FOTUSKP03568KWPFIBROCIMENTOKITS,kits,unknown,3,9103.98,25585.00,15356.33,181.03,"YSH Internal:R$9103.98; YSH B2C:R$11380.00; Estimated:R$25585.00"
NEOSOLARINVERTERS20258,componentes,unknown,3,2500.00,6987.00,5025.51,179.48,"Estimated:R$2500.00; YSH Internal:R$5589.53; YSH B2C:R$6987.00"
FOTUSKP02600KWPFIBROCIMENTOKITS,kits,unknown,3,9692.89,27025.00,16277.96,178.81,"YSH Internal:R$9692.89; YSH B2C:R$12115.99; Estimated:R$27025.00"
NEOSOLARCHARGERS26903,componentes,unknown,3,1200.00,3336.49,2401.87,178.04,"Estimated:R$1200.00; YSH Internal:R$2669.13; YSH B2C:R$3336.49"
NEOSOLARINVERTERS22675,componentes,unknown,3,2500.00,6933.99,4993.81,177.36,"Estimated:R$2500.00; YSH Internal:R$5547.45; YSH B2C:R$6933.99"
IIN00371,componentes,unknown,3,1200.00,3316.49,2389.89,176.37,"Estimated:R$1200.00; YSH Internal:R$2653.17; YSH B2C:R$3316.49"
GOODWEGW15KETAFCIIMAGEPRODUCT600348,componentes,GOODWE,3,4722.26,13050.00,7891.75,176.35,"YSH Internal:R$4722.26; YSH B2C:R$5903.00; Estimated:R$13050.00"
291808,componentes,unknown,3,435.15,1200.00,726.38,175.77,"YSH Internal:R$435.15; YSH B2C:R$544.00; Estimated:R$1200.00"
NEOSOLARKITS26969,kits,unknown,3,2500.00,6845.99,4941.03,173.84,"Estimated:R$2500.00; YSH Internal:R$5477.09; YSH B2C:R$6845.99"
NEOSOLARCONTROLLERS20105,componentes,unknown,3,1200.00,3285.95,2371.51,173.83,"Estimated:R$1200.00; YSH Internal:R$2628.58; YSH B2C:R$3285.95"
NEOSOLARKITS26695,kits,unknown,3,2500.00,6822.49,4926.83,172.90,"Estimated:R$2500.00; YSH Internal:R$5458.00; YSH B2C:R$6822.49"
NEOSOLARINVERTERS27161,componentes,unknown,3,2500.00,6814.00,4921.72,172.56,"Estimated:R$2500.00; YSH Internal:R$5451.15; YSH B2C:R$6814.00"
SKU29243729243717458999759611785,componentes,unknown,3,2500.00,6803.95,4915.61,172.16,"Estimated:R$2500.00; YSH Internal:R$5442.89; YSH B2C:R$6803.95"
NEOSOLARKITS27298,kits,unknown,3,2500.00,6794.99,4910.35,171.80,"Estimated:R$2500.00; YSH Internal:R$5436.07; YSH B2C:R$6794.99"
ODEXODEXINVGROWATT5000W,componentes,unknown,3,5158.90,14016.63,8541.49,171.70,"YSH Internal:R$5158.90; YSH B2C:R$6448.95; N/A:R$14016.63"
